﻿﻿﻿﻿﻿﻿﻿﻿Company_Names,Company_website,Company_PR_Website
"Two Cells Co., Ltd.",http://www.twocells.com/en/,
TxCell SA,http://www.txcell.com/,http://www.txcell.com/news-media/press-releases/
"TYME, Inc.",http://tymeinc.com/,http://www.tymeinc.com/News
Ultragenyx Pharmaceutical Inc.,http://www.ultragenyx.com/,http://ir.ultragenyx.com/releases.cfm?view=all
"UMN Pharma, Inc.",http://www.umnpharma.com/en/,http://ir.umnpharma.com/en/irnews.html
"Unigene Laboratories, Inc.",none,
"United Biomedical, Inc.",http://www.unitedbiomedical.com/,http://www.unitedbiomedical.com/News.htm
Upsher-Smith Laboratories Inc.,http://www.upsher-smith.com/,http://www.upsher-smith.com/news/
"UroGen Pharma, Ltd.",http://www.urogen.com/,http://www.urogen.com/category/news/
"US WorldMeds, LLC",http://usworldmeds.com/,http://www.usworldmeds.com/press_releases.asp
"Vaccine Technologies, Inc.",none,
"Vaccinex, Inc.",http://www.vaccinex.com/,http://www.vaccinex.com/news-publications/news/
"Vaccinogen, Inc.",http://www.vaccinogeninc.com/,http://vaccinogeninc.investorroom.com/news
"Valeant Pharmaceuticals International, Inc.",http://www.valeant.com/,http://ir.valeant.com/news-releases
Valerion Therapeutics,https://www.valerion.com/,https://www.valerion.com/news-press-releases/
Validus Pharmaceuticals,http://validuspharma.com/,
ValiRx Plc,http://www.valirx.com/,http://www.valirx.com/news/news-centre/
ValiSeek Limited,http://www.valirx.com/,http://www.valirx.com/news/news-centre/
"Vallinex, Inc.",none,
"Vanda Pharmaceuticals, Inc.",http://vandapharma.com/,http://phx.corporate-ir.net/phoenix.zhtml?c=196233&p=irol-news&nyo=0
Vanquish Oncology Inc.,http://vanquishoncology.com/,http://vanquishoncology.com/category/updates/
Vansen Pharma Inc.,none,
Vantia Therapeutics,https://www.vantia.com/,https://www.vantia.com/news/news.php
"Varinel, Inc.",none,
"Vascular Pharmaceuticals, Inc.",http://www.vascularpharma.com/,http://www.vascularpharma.com/news-publications/
Vasopharm GmbH,http://www.vasopharm.com/,http://www.vasopharm.com/News/2017/:en
"Vaxart, Inc.",http://vaxart.com/,http://vaxart.com/NewsNewsReleases.html
Vaxon Biotech,http://vaxon-biotech.com/,http://vaxon-biotech.com/?page_id=135
Vectura Group,http://www.vectura.com/,http://www.vectura.com/news/
"Velicept Therapeutics, Inc.",http://www.velicept.com/,http://www.velicept.com/news-and-events/
Veloxis Pharmaceuticals A/S,http://www.veloxis.com/,http://www.veloxis.com/releases.cfm
"VentiRx Pharmaceuticals, Inc.",http://www.ventirx.com/,
Ventria Bioscience,http://www.ventria.com/,
"Verastem, Inc.",http://www.verastem.com/,http://phx.corporate-ir.net/phoenix.zhtml?c=250749&p=irol-news&nyo=0
Vericel Corporation,http://vcel.com/,http://investors.vcel.com/releases.cfm
Verona Pharma plc,http://www.veronapharma.com/,http://www.veronapharma.com/news-and-media/#news-and-media-press-releases
"Versartis, Inc.",http://www.versartis.com/,http://ir.versartis.com/releases.cfm
Vertex Pharmaceuticals Incorporated,http://www.vrtx.com/,http://investors.vrtx.com/releases.cfm
Verva Pharmaceuticals Ltd.,none,
VG Life Sciences Inc.,http://www.vglifesciences.com/,http://www.vglifesciences.com/category/vgls-news/
"ViaCyte, Inc.",http://viacyte.com/,http://viacyte.com/news-events-2/in-the-news/
Vicore Pharma AB,http://www.vicorepharma.com/,http://vicorepharma.com/news/
"Victory Pharma, Inc.",none,
Vicus Therapeutics,http://vicusrx.com/,http://vicusrx.com/newsroom/press-releases/
Vidara Therapeutics International Ltd.,none,
"Viking Therapeutics, Inc.",http://www.vikingtherapeutics.com/,http://ir.vikingtherapeutics.com/press-releases
Viralytics Limited,http://www.viralytics.com/,https://www.viralytics.com/investor-centre/company-news/
Virchow Biotech Private Limited,http://virchowbiotech.com/,
"ViroMed Co., Ltd.",http://www.viromed.com/,http://www.viromed.com/about-us/news-events
"Viron Therapeutics, Inc.",none,
"VirRx, Inc.",http://virrx.com/,
Virttu Biologics Limited,http://www.virttu.com/,http://www.virttu.com/press-releases
Viscogel AB,http://viscogel.se/,http://viscogel.se/news
Visterra Inc.,http://visterrainc.com/,http://www.visterrainc.com/news/releases.html
"Vitae Pharmaceuticals, Inc.",http://vitaepharma.com/,http://ir.vitaepharma.com/phoenix.zhtml?c=219654&p=irol-news&nyo=0
Viventia Bio Inc.,http://www.elevenbio.com/,http://ir.elevenbio.com/releases.cfm
Vivolux AB,http://vivolux.com/,http://vivolux.com/news-and-press
"Vivozon, Inc.",none,
"Vivus, Inc.",http://www.vivus.com/,http://ir.vivus.com/releases.cfm
"VLP Therapeutics, LLC.",http://vlptherapeutics.com/,http://vlptherapeutics.com/news/press-release/
Voyager Pharmaceutical Corp.,http://voyagertherapeutics.com/,http://ir.voyagertherapeutics.com/phoenix.zhtml?c=254026&p=irol-news&nyo=0
Voyager Therapeutics,http://www.voyagertherapeutics.com/,http://ir.voyagertherapeutics.com/phoenix.zhtml?c=254026&p=irol-news&nyo=0
"Vtesse, Inc.",http://www.vtessepharma.com/#!,http://www.vtessepharma.com/newsroom
vTv Therapeutics LLC,http://vtvtherapeutics.com/,http://vtvtherapeutics.com/press-releases
"Wellesley Pharmaceuticals, Inc.",http://wellesleypharma.com/,
Wex Pharmaceuticals Inc.,http://www.wexpharma.com/,http://www.wexpharma.com/news.asp?m=1&title=Press Release
"WhanIn Pharmaceutical Co., Ltd.",http://www.whanin.com/jsp/eng/company/co.jsp,
Wilex AG,http://www.wilex.de/english-homepage/,
Wilson Therapeutics AB,https://www.wilsontherapeutics.com/en/,http://www.wexpharma.com/news.asp?m=1&title=Press Release
"Windtree Therapeutics, Inc.",http://www.windtreetx.com/,http://windtreetx.investorroom.com/press_releases
"Winston Pharmaceuticals, Inc.",http://winstonlabs.com/,http://winstonlabs.com/newsandpresentations/pressreleases.html
WntResearch AB,http://www.wntresearch.com/,http://www.wntresearch.com/investor-media/news-releases.aspx
Wockhardt Limited,http://www.wockhardt.com/,http://www.wockhardt.com/media/press-releases.aspx
X4 Pharmaceuticals,http://www.x4pharma.com/,http://www.x4pharma.com/news/press-releases/
"Xanodyne Pharmaceuticals, Inc.",none,
"XBiotech, Inc.",http://www.xbiotech.com/,http://investors.xbiotech.com/phoenix.zhtml?c=253990&p=irol-news&nyo=0
"Xencor, Inc.",http://www.xencor.com/,http://investors.xencor.com/releases.cfm?view=all
Xenetic Biosciences PLC,http://www.xeneticbio.com/,http://www.xeneticbio.com/news-media
Xenikos B.V.,http://xenikos.com/,http://www.xenikos.com/news-events/news
"Xenon Pharmaceuticals, Inc.",http://www.xenon-pharma.com/,http://investor.xenon-pharma.com/phoenix.zhtml?c=253202&p=irol-news&nyo=0
"XenoPort, Inc.",http://www.xenoport.com/arbor-pharma/,http://arborpharma.com/news.php
Xention Pharma Limited,http://www.xention.com/,
Xigen SA,http://www.xigenpharma.com/,http://www.xigenpharma.com/news/news_and_events.htm
Yakult Honsha Co. Ltd.,http://www.yakult.co.jp/english/,http://www.yakult.co.jp/english/news/
Yuhan Corporation,http://eng.yuhan.co.kr/Main/,http://eng.yuhan.co.kr/Investors/News/?cateid=599
"Zafgen, Inc.",http://www.zafgen.com/,http://ir.zafgen.com/releases.cfm
"Zavante Therapeutics, Inc.",http://www.zavante.com/,http://www.zavante.com/news
Zealand Pharma A/S,http://www.zealandpharma.com/,http://www.zealandpharma.com/investors/news
"Zeria Pharmaceutical Co., Ltd.",http://www.zeria.co.jp/english/index.html,http://www.zeria.co.jp/english/index.html
Ziarco Pharma Ltd,http://www.ziarcopharma.com/,http://www.ziarcopharma.com/news.html
"Zogenix, Inc.",http://www.zogenix.com/,http://ir.zogenix.com/phoenix.zhtml?c=220862&p=irol-news&nyo=0
Zor Pharmaceuticals LLC,none,
Zymenex A/S,http://www.zymenex.com/,
ZZ Biotech,http://zzbiotech.com/wp1/,http://zzbiotech.com/wp1/news
FirstWordPharma,http://www.firstwordpharma.com/,http://www.firstwordpharma.com/
PinkPharmaintelligenceInforma,https://pink.pharmaintelligence.informa.com/,https://pink.pharmaintelligence.informa.com/
EndPoints,https://endpts.com/,https://endpts.com/
MassDevice,https://www.massdevice.com/,https://www.massdevice.com/
fiercebiotech chutes ladders,https://www.fiercebiotech.com/topic/chutes-and-ladders?page=1,https://www.fiercebiotech.com/topic/chutes-and-ladders?page=1
biospace people,https://www.biospace.com/news/people/,https://www.biospace.com/news/people/
endpts peer review,https://endpts.com/channel/peer-review/,https://endpts.com/channel/peer-review/
endpts people,https://endpts.com/channel/people/,https://endpts.com/channel/people/
takeda,https://www.takeda.com/en-us/newsroom/news-releases/,https://www.takeda.com/en-us/newsroom/news-releases/
